Id,Source,Nucleotide Accession,Start,Stop,Strand,Protein,Protein Name,Organism,Strain,Assembly,len
465657703,INSDC,BK051574.1,9187,10461,+,DAU65662.1,PD-(D/E)XK nuclease superfamily protein,Ackermannviridae sp.,,,1275
144898858,RefSeq,NZ_AYXY01000019.1,619418,620749,-,WP_082436107.1,right-handed parallel beta-helix repeat-containing protein,Zhouia amylolytica AD3,AD3,GCF_000511935.2,1332
95904796,RefSeq,NZ_LMNE01000043.1,3578,4855,-,WP_056495175.1,hypothetical protein,Methylobacterium sp. Leaf111,Leaf111,GCF_001423285.1,1278
318169063,INSDC,JAAZNU010000037.1,12705,13979,-,NMC32966.1,hypothetical protein,Veillonellaceae bacterium,,GCA_012798135.1,1275
202762996,INSDC,DLUS01000174.1,3205,4443,+,HAA12010.1,hypothetical protein,Cytophagales bacterium,,GCA_003444355.1,1239
127532564,RefSeq,NZ_FORX01000009.1,22548,23759,-,WP_092374888.1,hypothetical protein,Desulfomicrobium apsheronum,DSM 5918,GCF_900114115.1,1212
15393218,INSDC,CM009911.1,98094985,98096480,-,PWZ18667.1,Exopolygalacturonase,Zea mays,,GCA_003185045.1,1496
943607,RefSeq,NC_003071.7,16834065,16835711,+,NP_181560.1,Pectin lyase-like superfamily protein,Arabidopsis thaliana,,GCF_000001735.4,1647
469241912,RefSeq,NW_024704751.1,4250823,4256692,-,XP_042194802.1,exonuclease V,Callorhinchus milii,,GCF_018977255.1,5870
586427599,INSDC,BPIR01000003.1,169735,170955,+,GIW45474.1,hypothetical protein,Candidatus Binatia bacterium,,GCA_026004215.1,1221
461283322,INSDC,BK015217.1,50137,51336,-,DAD96427.1,PD-(D/E)XK nuclease superfamily protein,Myoviridae sp. ctj3P51,,,1200
349682097,RefSeq,NZ_JACHEE010000005.1,182922,184124,-,WP_221451370.1,glycoside hydrolase family 55 protein,Arthrobacter sp. AZCC_0090,AZCC_0090,GCF_014207375.1,1203
25584231,RefSeq,NC_038251.2,23267739,23273126,+,XP_025981702.2,polygalacturonase,Glycine max,,GCF_000004515.6,5388
193271674,INSDC,QFQL01000019.1,35187,36401,-,PZU65210.1,hypothetical protein,Sphingobium sp.,,GCA_003248695.1,1215
137657096,RefSeq,NC_033775.1,92349,93578,+,YP_009345259.1,hypothetical protein,Noumeavirus,,GCF_002005685.1,1230
325509310,INSDC,MN830296.1,221691,222917,+,QJX72482.1,hypothetical protein,Faustovirus,S17,GCA_013187225.1,1227
366160278,INSDC,LR743588.1,9060311,9064455,+,CAA2615026.1,unnamed protein product,Spirodela intermedia,,,4145
105715165,RefSeq,NC_029692.1,222912,224132,-,YP_009238811.1,MutH/Vsr/archaeal HJR-like endonuclease,Brazilian marseillevirus,BH2014,GCF_001602085.1,1221
466637571,INSDC,BK040518.1,23426,24643,-,DAX93560.1,ATP dependent helicase,Caudoviricetes sp.,,,1218
147662642,RefSeq,NW_024468025.1,14549,15808,-,XP_040721844.1,exonuclease V a 5' deoxyribonuclease-domain-containing protein,Protomyces lactucae-debilis,12-1054,GCF_002105105.1,1260
321614250,INSDC,LR797306.1,29000,30217,-,CAB4200298.1,"Putative exodeoxyribonuclease 8, PDDEXK-like domain containing protein",uncultured Caudovirales phage,,GCA_902994615.1,1218
170924917,RefSeq,NW_019268541.1,1821250,1823852,+,XP_022960566.1,polygalacturonase-like,Cucurbita moschata,,GCF_002738365.1,2603
298133738,RefSeq,NZ_CACVCH010000047.1,11758,12975,-,WP_173982634.1,hypothetical protein,Magnetospirillum sp. SS-4,,GCF_902729425.1,1218
4621821,RefSeq,NC_007346.1,71685,73004,-,YP_293822.1,hypothetical protein,Emiliania huxleyi virus 86,,GCF_000865825.1,1320
350113896,RefSeq,NZ_JACHJW010000001.1,4471796,4473151,+,WP_184536052.1,glycosyl hydrolase family 28-related protein,Micromonospora polyrhachis,DSM 45886,GCF_014203835.1,1356
649968468,RefSeq,NZ_JARWOE010000746.1,6512,7867,-,WP_280447014.1,glycosyl hydrolase family 28-related protein,Nocardia brasiliensis,760185026,GCF_029868525.1,1356
333430107,INSDC,LR797817.1,17265,18617,+,CAB4240987.1,Pectate lyase superfamily protein,uncultured Caudovirales phage,,GCA_903064375.1,1353
323878875,RefSeq,NZ_FOLL01000010.1,11733,12962,+,WP_170845714.1,glycosyl hydrolase family 28-related protein,Parapedobacter composti,DSM 22900,GCF_900112315.1,1230
265263447,INSDC,MK250085.1,263745,265106,+,QDY51872.1,hypothetical protein,Mimiviridae sp. ChoanoV1,,,1362
450978810,RefSeq,NZ_JAGYPM010000004.1,417564,418925,+,WP_213103615.1,nitrous oxide reductase family maturation protein NosD,Cytobacillus citreus,FJAT-49705,GCF_018343665.1,1362
544523926,RefSeq,NZ_WKKI01000003.1,144973,146628,+,WP_246188258.1,glycoside hydrolase family 55 protein,Metabacillus lacus,KCTC 33946,GCF_009674805.1,1656
212063465,RefSeq,NZ_RBCJ01000001.1,1485323,1486672,-,WP_120710652.1,right-handed parallel beta-helix repeat-containing protein,Ulvibacterium marinum,CCMM003,GCF_003626755.1,1350
200843974,RefSeq,NC_051580.1,41938,43281,-,YP_009949400.1,exonuclease,Mycobacterium phage Thonko,,GCF_003423225.1,1344
272028527,RefSeq,NC_044500.1,17417245,17421266,-,XP_030633655.1,exonuclease V,Chanos chanos,,GCF_902362185.1,4022
165454983,INSDC,PAAG01000040.1,2951,4291,-,MAS94272.1,ATP-binding protein,Verrucomicrobiales bacterium,,GCA_002698785.1,1341
167270519,INSDC,PBMZ01000187.1,9071,10417,+,MBM83682.1,hypothetical protein,Planctomycetaceae bacterium,,GCA_002722955.1,1347
281581044,RefSeq,NZ_CP053660.1,3726566,3727915,+,WP_154615458.1,nitrous oxide reductase family maturation protein NosD,Nocardioides marmotae,zg-579,GCF_013177455.1,1350
67431674,RefSeq,NZ_BASE01000106.1,81821,83167,-,WP_052442248.1,nitrous oxide reductase family maturation protein NosD,Mesobacillus selenatarsenatis SF-1,SF-1,GCF_000813125.1,1347
748512,RefSeq,NC_003074.8,5748692,5750981,+,NP_188308.1,Pectin lyase-like superfamily protein,Arabidopsis thaliana,,GCF_000001735.4,2290
325124040,INSDC,JABFRG010000396.1,5680,7068,+,NOU29058.1,DUF1565 domain-containing protein,Polyangiaceae bacterium,,GCA_013141295.1,1389
203413186,INSDC,DMHF01000022.1,808,2193,-,HAI10210.1,hypothetical protein,Phycisphaerales bacterium,,GCA_003450355.1,1386
176261568,INSDC,MG592599.1,5290,6672,+,AUR96939.1,pectate lyase superfamily protein,Vibrio phage 1.235.O._10N.261.52.B2,,GCA_003930035.1,1383
138065587,RefSeq,NC_033624.1,14262389,14266413,+,XP_020086645.1,"exonuclease V, chloroplastic isoform X1",Ananas comosus,,GCF_001540865.1,4025
361517203,RefSeq,NZ_CP061539.1,1201678,1203072,-,WP_190725303.1,glycosyl hydrolase family 28-related protein,Rothia terrae,KJZ-14,GCF_014705925.2,1395
601309026,INSDC,ABJPJW010000008.1,15942,18470,+,EKE9231551.1,hypothetical protein,Salmonella enterica,PNUSAS319565,GCA_026553415.1,2529
321618902,INSDC,LR797096.1,3,1334,-,CAB4186454.1,Pectate lyase superfamily protein,uncultured Caudovirales phage,,GCA_902992515.1,1332
317910142,INSDC,JAAZIW010000234.1,5696,7078,-,NLZ51390.1,glycoside hydrolase family 28 protein,Rikenellaceae bacterium,,GCA_012800665.1,1383
302818550,INSDC,DSCA01000005.1,12622,13992,-,HDS58706.1,hypothetical protein,Thermoplasmatales archaeon,,GCA_011049295.1,1371
356542361,INSDC,MT764845.1,30183,31553,-,QNN99809.1,hypothetical protein,Ruegeria phage Tedan,,GCA_014517435.1,1371
320840683,INSDC,DTXH01000010.1,1742,3112,-,HID31785.1,ATP-dependent helicase,Candidatus Stahlbacteria bacterium,,GCA_012962585.1,1371
347503848,RefSeq,NZ_QRUU01000014.1,238,1620,-,WP_181975854.1,glycoside hydrolase family 28 protein,Phocaeicola coprocola,AF24-2,GCF_003458565.1,1383
321600500,INSDC,LR796745.1,14888,16267,+,CAB4163175.1,Pectate lyase superfamily protein,uncultured Caudovirales phage,,GCA_902988995.1,1380
472192625,INSDC,JAAALK010000283.1,44618916,44621770,+,KAG8073250.1,hypothetical protein,Zizania palustris,,GCA_019279435.1,2855
475643730,INSDC,MZ440852.1,344167,345507,-,QYB17715.1,hypothetical protein,Pacmanvirus S19,S19,GCA_031259775.1,1341
662500192,RefSeq,NZ_CAKQAY010000386.1,73,1383,+,WP_288648258.1,glycoside hydrolase family 28 protein,uncultured Enterococcus sp.,,GCF_934215895.1,1311
233782816,RefSeq,NZ_SCFB01000019.1,9887,11197,+,WP_130154536.1,right-handed parallel beta-helix repeat-containing protein,Candidatus Finniella inopinata,,GCF_004210305.1,1311
340261358,INSDC,JACCAU010000001.1,4082326,4083636,+,NYH16629.1,hypothetical protein,Paraburkholderia bryophila,H2C3B,GCA_013408935.1,1311
837946820,INSDC,JAWCMB010000011.1,14993,16306,+,MEM2929863.1,glycosyl hydrolase family 28 protein,Thermoproteota archaeon,,GCA_038850115.1,1314
141541182,INSDC,MWAO01000294.1,2031,3347,-,OQA01812.1,Pectate lyase superfamily protein,Planctomycetes bacterium ADurb.Bin401,,GCA_002068635.1,1317
287599775,INSDC,MN807240.1,28968,30284,-,QHB42727.1,hypothetical protein,Vibrio phage VP-HS15,,GCA_009861105.1,1317
115703831,RefSeq,NZ_MATO01000008.1,26383,27714,+,WP_066461739.1,right-handed parallel beta-helix repeat-containing protein,Caryophanon latum,DSM 14151,GCF_001700325.1,1332
78648531,RefSeq,NZ_BAMX01000014.1,117806,119104,-,WP_048840984.1,glycosyl hydrolase family 28-related protein,Acetobacter orientalis,21F-2,GCF_000963965.1,1299
123949685,RefSeq,NZ_FNIE01000005.1,487780,489078,+,WP_093784670.1,glycosyl hydrolase family 28-related protein,Actinacidiphila guanduensis,CGMCC 4.2022,GCF_900103985.1,1299
213328312,INSDC,QMOB01000719.1,1,1299,+,RLC76453.1,hypothetical protein,Chloroflexota bacterium,,GCA_003648075.1,1299
140418024,RefSeq,NC_034188.2,63591939,63602125,-,XP_020359323.1,exonuclease V isoform X1,Oncorhynchus kisutch,,GCF_002021735.2,10187
376676898,RefSeq,NC_069155.1,4203,5504,-,YP_010582713.1,PD-(D/E)XK nuclease superfamily protein,Serratia phage Tsm2,,GCF_015709955.1,1302
267937002,INSDC,SSHF01000013.1,157292,158626,-,TXJ26053.1,glycoside hydrolase family 28 protein,Chitinophagaceae bacterium,,GCA_008017335.1,1335
15410354,RefSeq,NC_011142.1,36246,37583,+,YP_002128497.1,tail fiber protein,Iodobacter phage PhiPLPE,,GCF_000874785.1,1338
399440907,RefSeq,NZ_PGQJ01000021.1,6986,8323,-,WP_202779832.1,glycoside hydrolase family 28 protein,Enterococcus lactis,Tb32-6,GCF_016767535.1,1338
158171989,INSDC,MVBO01000035.1,51299,52705,+,OZJ04592.1,hypothetical protein,Bifiguratus adelaidae,AZ0501,GCA_002261195.1,1407
210510443,RefSeq,NZ_QZCH01000008.1,99216,100541,+,WP_119910272.1,right-handed parallel beta-helix repeat-containing protein,Motilimonas pumila,PLHSC7-2,GCF_003596335.1,1326
325334577,INSDC,WTBK01000013.1,1923,3242,+,NOQ53012.1,hypothetical protein,Thermoplasmata archaeon,,GCA_013139115.1,1320
130656710,RefSeq,NZ_FQXV01000018.1,32664,33989,+,WP_073082474.1,right-handed parallel beta-helix repeat-containing protein,Sporobacter termitidis DSM 10068,DSM 10068,GCF_900130065.1,1326
151188775,RefSeq,NZ_MXQD01000033.1,37613,38944,-,WP_087570262.1,glycoside hydrolase family 28 protein,Paenibacillus sp. MY03,MY03,GCF_002165585.1,1332
127460162,RefSeq,NZ_FOPU01000013.1,75205,76530,+,WP_074967513.1,nitrous oxide reductase family maturation protein NosD,Paracoccus aminovorans,DSM 8537,GCF_900113565.1,1326
82798240,RefSeq,NC_028966.1,36643,37839,-,YP_009214802.1,hypothetical protein,Tsukamurella phage TIN3,,GCF_001502635.1,1197
301446042,INSDC,DRBV01000032.1,1416,2468,-,HDH43948.1,hypothetical protein,Thermococcus sp.,,GCA_011040315.1,1053
143641058,INSDC,KY684111.1,110970,112019,-,ARF12305.1,csr/MutH/archaeal HJR family nuclease,Klosneuvirus KNV1,,GCA_002966275.1,1050
333429507,INSDC,LR798234.1,18015,19070,-,CAB5212568.1,Protein of unknown function DUF2800,uncultured Caudovirales phage,,GCA_903232065.1,1056
144562741,INSDC,MZGI01000259.1,1657,2712,+,OQX50650.1,hypothetical protein,Candidatus Cloacimonas sp. 4484_209,,GCA_002084915.1,1056
191358206,INSDC,QHWK01000412.1,681,1736,+,PYR39235.1,hypothetical protein,Acidobacteriota bacterium,,GCA_003223775.1,1056
267787240,INSDC,SSEM01000261.1,16242,17288,-,TXH52176.1,DUF2800 domain-containing protein,Desulfurellales bacterium,,GCA_008012355.1,1047
895745465,INSDC,JBAZJG010000015.1,10493,12331,-,MFA5165405.1,right-handed parallel beta-helix repeat-containing protein,Candidatus Omnitrophota bacterium,,GCA_041651455.1,1839
316021212,INSDC,JAAYWA010000287.1,1481,2521,+,NLH78473.1,DUF2800 domain-containing protein,Acidobacteriota bacterium,,GCA_012516875.1,1041
128323468,RefSeq,NZ_FOQD01000004.1,268766,269809,-,WP_175517220.1,right-handed parallel beta-helix repeat-containing protein,Planctomicrobium piriforme,DSM 26348,GCF_900113665.1,1044
353931564,INSDC,MT909815.1,96117,97163,+,QNL29472.1,VSR endonuclease,Enterococcus phage iF6,,GCA_014488965.1,1047
324499034,INSDC,JACFNB010000025.1,4787,5833,-,MBW7854591.1,right-handed parallel beta-helix repeat-containing protein,Candidatus Kapaibacterium sp.,,GCA_019455125.1,1047
87524491,INSDC,KT160311.1,32485,33543,+,AKU42625.1,putative Cas4-domain exonuclease,Vibrio phage H188,,GCA_002606925.1,1059
272624274,INSDC,BKCP01013514.1,445021,448540,-,GER57687.1,exonuclease V,Striga asiatica,UVA1,GCA_008636005.1,3520
60707209,RefSeq,NZ_CP009044.1,28402,29481,-,WP_235183881.1,Dna2/Cas4 domain-containing protein,Campylobacter iguaniorum,1485E,GCF_000736415.1,1080
210900103,INSDC,MH825712.1,54258,55337,+,AYD87389.1,hypothetical protein,Microbacterium phage ValentiniPuff,,GCA_003614595.1,1080
343376568,INSDC,JACCZT010000104.1,15799,16895,-,MBA2418529.1,PD-(D/E)XK nuclease family protein,Nocardioidaceae bacterium,,GCA_013695785.1,1097
356295786,RefSeq,NZ_AP018712.1,599349,600446,+,WP_190615497.1,TM0106 family RecB-like putative nuclease,Tepiditoga spiralis,sy52,GCF_014701195.1,1098
213579772,INSDC,QMTG01000110.1,2717,3811,-,RLF48211.1,hypothetical protein,Thermoplasmata archaeon,,GCA_003649915.1,1095
302676614,INSDC,DRJY01000026.1,1,1081,+,HEB78939.1,double-strand break repair helicase AddA,Rhodospirillales bacterium,,GCA_011052025.1,1081
465404138,INSDC,MW712735.1,43166,44233,-,QWY81357.1,hypothetical protein,Arthrobacter phage Rizwana,,GCA_019095265.1,1068
21861225,RefSeq,NC_014917.1,67996,69060,-,WP_013524980.1,hypothetical protein,Thermovibrio ammonificans HB-1,HB-1,GCF_000185805.1,1065
465836181,INSDC,BK034520.1,124897,125970,-,DAS25410.1,endonuclease I,Bacteriophage sp.,,,1074
117233529,RefSeq,NZ_CP016447.1,4189285,4190358,+,WP_083235501.1,YqaJ viral recombinase family protein,Acidovorax sp. RAC01,RAC01,GCF_001714725.1,1074
331512517,INSDC,JABWCH010000477.1,3305,4344,-,NUM37285.1,hypothetical protein,Candidatus Brocadiia bacterium,,GCA_013359215.1,1040
213236811,INSDC,QMMK01000003.1,8250,9248,-,RLB78962.1,hypothetical protein,Deltaproteobacteria bacterium,,GCA_003647225.1,999
321609056,INSDC,LR796938.1,42345,43346,+,CAB4176663.1,hypothetical protein,uncultured Caudovirales phage,,GCA_902990875.1,1002
300726225,RefSeq,NZ_CP048795.1,760142,761149,+,WP_173833387.1,hypothetical protein,Hydrogenobacter sp. T-8,T-8,GCF_011006175.1,1008
217826130,INSDC,MK071979.1,20821,21822,+,AYV75148.1,restriction endonuclease,Terrestrivirus sp.,,GCA_003814265.1,1002
96207489,RefSeq,NZ_LMQT01000001.1,709671,710666,+,WP_162244663.1,PD-(D/E)XK nuclease-like domain-containing protein,Aureimonas sp. Leaf454,Leaf454,GCF_001424685.1,996
213763864,INSDC,QMYR01000043.1,9900,10892,+,RLI49864.1,hypothetical protein,Candidatus Thorarchaeota archaeon,,GCA_003662765.1,993
213424709,INSDC,QMPN01000228.1,2694,3686,+,RLD78641.1,hypothetical protein,Bacteroidota bacterium,,GCA_003648575.1,993
267757074,INSDC,SSEH01000007.1,1970,2959,-,TXH19617.1,hypothetical protein,Hyphomicrobiaceae bacterium,,GCA_008012275.1,990
510883,INSDC,U69571.1,91,1086,+,AAB51777.1,ORF993; upstream of trxA gene,Cereibacter sphaeroides,WS8,,996
182958836,INSDC,OMOG01000085.1,17092,18087,+,SPF35801.1,hypothetical protein,Candidatus Sulfopaludibacter sp. SbA4,Peat soil MAG SbA4,GCA_900290305.1,996
212511407,RefSeq,NZ_RBXB01000001.1,299595,300590,+,WP_170148958.1,PD-(D/E)XK nuclease-like domain-containing protein,Chryseobacterium defluvii,DSM 14219,GCF_003634775.1,996
298183860,RefSeq,NC_048854.1,1225,2220,-,YP_009856751.1,minor tail protein,Streptomyces phage JXY1,,GCF_010706305.1,996
249463372,INSDC,VAFL01000015.1,75976,76983,-,TKW65239.1,hypothetical protein,Paracoccus denitrificans,,GCA_005768755.1,1008
36126211,RefSeq,NC_021248.1,254330,255358,-,YP_008004346.1,unknown similar to AMEV240,Choristoneura biennis entomopoxvirus,,GCF_000909015.1,1029
261522099,INSDC,MK892607.1,78724,79746,+,QDP52818.1,putative exodeoxyribonuclease 8,Prokaryotic dsDNA virus sp.,,GCA_009654215.1,1023
112890240,INSDC,KT997803.1,19065,20099,+,ANO58262.1,hypothetical protein,uncultured Planctomycetota bacterium,,,1035
320839629,INSDC,DTXD01000185.1,360,1394,+,HID04662.1,hypothetical protein,Aigarchaeota archaeon,,GCA_012962645.1,1035
180952762,RefSeq,NZ_JAFNMG010000001.1,234469,235500,+,WP_105297680.1,hypothetical protein,Apibacter sp. B3919,B3919,GCF_026537405.1,1032
182089060,INSDC,MDYQ01000013.1,87613,88976,-,PRP88179.1,hypothetical protein,Planoprotostelium fungivorum,Jena,GCA_003024175.1,1364
466653808,INSDC,BK040981.1,7534,8544,-,DAY14682.1,Exonuclease,Caudoviricetes sp.,,,1011
161565819,INSDC,NVUQ01000034.1,11712,12719,+,PCI96630.1,hypothetical protein,Flavobacteriales bacterium,,GCA_002401955.1,1008
93562234,INSDC,JARO02002344.1,176484,179230,-,KPP72905.1,exonuclease V-like,Scleropages formosus,,GCA_001005745.2,2747
130365523,RefSeq,NZ_FQYI01000008.1,104405,105421,-,WP_073180305.1,PD-(D/E)XK nuclease-like domain-containing protein,Cruoricaptor ignavus,DSM 25479,GCF_900141665.1,1017
253595609,INSDC,MK875791.1,29396,30412,-,QCW22047.1,Cas4 family exonuclease,Gordonia phage Yakult,,GCA_006083495.1,1017
331861472,INSDC,JABWBE010000690.1,704,1720,+,NUQ79427.1,YqaJ viral recombinase family protein,Polyangiaceae bacterium,,GCA_013360665.1,1017
179938303,INSDC,NZER01000311.1,1705,2802,-,MAH48879.1,hypothetical protein,Candidatus Pacearchaeota archaeon,,GCA_002690445.1,1098
162087414,RefSeq,NZ_LT907975.1,695382,696548,+,WP_097010792.1,PD-(D/E)XK nuclease family protein,Pseudodesulfovibrio profundus,500-1,GCF_900217235.1,1167
355642377,INSDC,JACNFV010000031.1,4894,6074,-,MBC8501637.1,hypothetical protein,Nitrosopumilus sp.,,GCA_014384445.1,1181
250873892,RefSeq,NZ_VBTZ01000014.1,13090,14271,+,WP_138168599.1,hypothetical protein,Methylocystis sp. B8,B8,GCF_005771425.1,1182
287598485,INSDC,MN813685.1,29257,30438,+,QHB37274.1,Cas4 family exonuclease,Gordonia phage Gudmit,,GCA_009860055.1,1182
300703658,INSDC,MU006075.1,6304,7528,-,KAF2857061.1,hypothetical protein,Piedraia hortae CBS 480.64,CBS 480.64,GCA_010093745.1,1225
461279862,INSDC,BK015140.1,16217,17383,+,DAD92602.1,Protein of unknown function (DUF1565),Caudovirales sp. ctSxd6,,,1167
118172451,INSDC,MEEM01000006.1,5242,6390,-,ODT35875.1,hypothetical protein,Niabella sp. SCN 42-15,,GCA_001724455.1,1149
141616681,INSDC,MWBZ01000034.1,6417,7565,+,OQA78676.1,PD-(D/E)XK nuclease superfamily protein,bacterium ADurb.Bin243,,GCA_002069765.1,1149
147641930,INSDC,JACVTC010000156.1,339740,341715,+,KAG4085511.1,hypothetical protein,Neocallimastix lanati (nom. inval.),sp3,GCA_016946835.1,1976
235379972,INSDC,SCVU01000559.1,5547,6700,+,TAJ14107.1,DUF1565 domain-containing protein,Planctomycetota bacterium,,GCA_004296785.1,1154
118644975,INSDC,MDLD01000059.1,3953,5116,+,OED50462.1,hypothetical protein,Endozoicomonas sp. (ex Bugula neritina AB1),,GCA_001729985.1,1164
226627971,RefSeq,NZ_RXJN01000061.1,48426,49586,+,WP_287080561.1,hypothetical protein,Methylobacterium sp.,,GCF_003987715.1,1161
651693787,INSDC,JAMWBK010000003.1,1927149,1928309,+,KAJ8906831.1,hypothetical protein,Rhodosorus marinus,CCMP1338,GCA_029953675.1,1161
48033963,RefSeq,NC_023426.1,217212,218396,+,YP_009001708.1,right handed beta helix region containing protein,Alphaentomopoxvirus acuprea,CV6M,GCF_000916855.1,1185
1153841,RefSeq,NC_003070.9,24374098,24375846,-,NP_176735.1,Pectin lyase-like superfamily protein,Arabidopsis thaliana,,GCF_000001735.4,1749
191307,RefSeq,NW_026015451.1,28728,30266,+,NP_001302495.1,polygalacturonase precursor,Brassica napus,,GCF_020379485.1,1539
193289984,INSDC,QFQY01000018.1,70482,71675,+,PZU92162.1,hypothetical protein,Chelatococcus sp.,,GCA_003248805.1,1194
506880455,RefSeq,NW_025764309.1,1005712,1007937,+,XP_046091000.1,pectin lyase-like protein,Lentinula edodes,Le(Bin) 0899 ss11,GCF_021015755.1,2226
140974015,RefSeq,NZ_FUYR01000001.1,329330,330559,-,WP_079700821.1,nitrous oxide reductase family maturation protein NosD,Daejeonella lutea,DSM 22385,GCF_900168015.1,1230
321590099,INSDC,LR796544.1,874,2070,+,CAB4150240.1,PD-(D/E)XK nuclease superfamily,uncultured Caudovirales phage,,GCA_902987035.1,1197
214751054,INSDC,QWQU01000012.1,18878,20068,-,RLT27698.1,hypothetical protein,Chloroflexota bacterium,,GCA_003670735.1,1191
34172663,RefSeq,NC_007126.7,25085106,25093812,-,NP_001410681.1,exonuclease V,Danio rerio,Tuebingen,GCF_000002035.6,8707
56604,RefSeq,NC_003071.7,18173034,18174482,+,NP_181916.1,Pectin lyase-like superfamily protein,Arabidopsis thaliana,,GCF_000001735.4,1449
