## Wed Mar 12 03:12:31 2025
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
HEB78939.1	414684.RC1_2604	1.11e-108	350.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_083235501.1	1504672.669782931	1.27e-74	248.0	COG3206@1|root,COG3206@2|Bacteria,1QA2F@1224|Proteobacteria,2VPIJ@28216|Betaproteobacteria	28216|Betaproteobacteria	L	protein involved in exopolysaccharide biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
RLB78962.1	1540097.A0A0A0YPX0_9CAUD	2.45e-92	285.0	4QEG2@10239|Viruses,4QRJ9@28883|Caudovirales,4QP0R@10744|Podoviridae	10744|Podoviridae	S	exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
TXH19617.1	1122201.AUAZ01000026_gene1209	1.37e-109	329.0	2C6N9@1|root,32RHI@2|Bacteria,1P488@1224|Proteobacteria,1SUTU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAB51777.1	272943.RSP_1527	3.54e-167	501.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,1FAN7@1060|Rhodobacter	28211|Alphaproteobacteria	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
YP_009856751.1	1303692.SFUL_3725	1.99e-100	315.0	2EK6T@1|root,33DX6@2|Bacteria,2IQ75@201174|Actinobacteria	201174|Actinobacteria	S	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3
TKW65239.1	655097.C8ZKG1_9CAUD	4.63e-116	346.0	4QEG2@10239|Viruses,4QVSD@35237|dsDNA viruses  no RNA stage,4QRJ9@28883|Caudovirales,4QP0R@10744|Podoviridae	10744|Podoviridae	S	exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_008004346.1	10288.R4ZFF1_CBEPV	3.47e-199	557.0	4QEA7@10239|Viruses,4QW6U@35237|dsDNA viruses  no RNA stage	10239|Viruses	S	nuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
KPP72905.1	7918.ENSLOCP00000005482	1.37e-140	410.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3BAJ9@33208|Metazoa,3D522@33213|Bilateria,485T4@7711|Chordata,494EX@7742|Vertebrata,49ZMN@7898|Actinopterygii	33208|Metazoa	L	Exonuclease 5	EXO5	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0008409,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0031974,GO:0031981,GO:0033554,GO:0034641,GO:0035312,GO:0036297,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045145,GO:0046483,GO:0046983,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
QHB37274.1	337191.KTR9_1344	6.67e-92	291.0	COG1074@1|root,COG1074@2|Bacteria,2ICR2@201174|Actinobacteria,4GG6F@85026|Gordoniaceae	201174|Actinobacteria	L	PDDEXK-like domain of unknown function (DUF3799)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3799
KAF2857061.1	33188.XP_002582443.1	3.78e-21	103.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3P0J7@4751|Fungi,3QKAY@4890|Ascomycota,20APW@147545|Eurotiomycetes,3B0EC@33183|Onygenales	4751|Fungi	S	Exonuclease V - a 5' deoxyribonuclease	-	GO:0000002,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008297,GO:0008409,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0034641,GO:0035312,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0045145,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
NP_176735.1	3702.AT1G65570.1	2.37e-291	795.0	COG5434@1|root,2QTIV@2759|Eukaryota,37T2A@33090|Viridiplantae,3GAIB@35493|Streptophyta,3HWTB@3699|Brassicales	35493|Streptophyta	G	Glycosyl hydrolases family 28	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
NP_001302495.1	3712.Bo01081s040.1	2.05e-301	820.0	COG5434@1|root,2QRSR@2759|Eukaryota,37QIP@33090|Viridiplantae,3G75V@35493|Streptophyta,3HVU4@3699|Brassicales	35493|Streptophyta	G	Contains the following InterPro domains Pectin lyase fold virulence factor (InterPro IPR011050), Pectin lyase fold (InterPro IPR012334), Glycoside hydrolase, family 28 (InterPro IPR000743), Parallel beta-helix repeat (InterPro IPR006626)	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100	M00081	R01982,R07413	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
XP_046091000.1	202698.XP_007387734.1	7.34e-193	544.0	2C9WB@1|root,2S379@2759|Eukaryota,39K3H@33154|Opisthokonta,3Q4GF@4751|Fungi,3VCJF@5204|Basidiomycota,22FV9@155619|Agaricomycetes	4751|Fungi	G	Glycosyl hydrolases family 28	-	-	3.2.1.171	ko:K18580	-	-	-	-	ko00000,ko01000	-	GH28	-	Glyco_hydro_28
WP_079700821.1	468059.AUHA01000007_gene2674	4.41e-188	535.0	COG3420@1|root,COG3420@2|Bacteria,4NEGT@976|Bacteroidetes,1IRBN@117747|Sphingobacteriia	976|Bacteroidetes	P	PFAM Periplasmic copper-binding protein (NosD)	nosD	-	-	ko:K07218	-	-	-	-	ko00000	-	-	-	NosD
NP_001410681.1	7955.ENSDARP00000105428	3.77e-291	794.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3BAJ9@33208|Metazoa,3D522@33213|Bilateria,485T4@7711|Chordata,494EX@7742|Vertebrata,49ZMN@7898|Actinopterygii	33208|Metazoa	L	Exonuclease 5	EXO5	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0008409,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0031974,GO:0031981,GO:0033554,GO:0034641,GO:0035312,GO:0036297,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045145,GO:0046483,GO:0046983,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
NP_181916.1	3702.AT2G43880.1	1.23e-296	808.0	COG5434@1|root,2RPZQ@2759|Eukaryota,37SY6@33090|Viridiplantae,3G9S0@35493|Streptophyta,3HRPG@3699|Brassicales	35493|Streptophyta	G	Pectate lyase superfamily protein	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
NP_172056.1	3702.AT1G05650.1	4.05e-286	781.0	COG5434@1|root,2QSAE@2759|Eukaryota,37KQC@33090|Viridiplantae,3GE83@35493|Streptophyta,3HW63@3699|Brassicales	35493|Streptophyta	G	Pectate lyase superfamily protein	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
KAG5068532.1	3847.GLYMA01G18520.1	5.02e-281	768.0	COG5434@1|root,2QSAE@2759|Eukaryota,37KQC@33090|Viridiplantae,3GE83@35493|Streptophyta,4JD7R@91835|fabids	35493|Streptophyta	G	Polygalacturonase-like	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
XP_005646630.1	248742.XP_005646630.1	2.43e-283	774.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae	33090|Viridiplantae	F	Exonuclease V	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
MBL4612998.1	1238182.C882_4385	1.18e-124	395.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
KAF7154077.1	3750.XP_008358302.1	3.48e-159	459.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta,4JNN7@91835|fabids	35493|Streptophyta	S	exonuclease V	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
TIB74471.1	148960.XP_006958378.1	1.02e-280	766.0	KOG4760@1|root,KOG4760@2759|Eukaryota,38GGP@33154|Opisthokonta,3P0J7@4751|Fungi,3V23W@5204|Basidiomycota	4751|Fungi	S	Exonuclease V - a 5' deoxyribonuclease	-	GO:0000002,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008297,GO:0008409,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0034641,GO:0035312,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0045145,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
XP_040957019.1	29730.Gorai.005G207000.1	2.07e-282	773.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta	35493|Streptophyta	F	Exonuclease V	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
EJN57074.1	1210908.HSB1_44600	8.37e-280	764.0	28HNR@1|root,2N5NW@2157|Archaea,2Y2FD@28890|Euryarchaeota,23Z44@183963|Halobacteria	183963|Halobacteria	S	Right handed beta helix region	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix
WP_175419849.1	443254.Marpi_1385	2.77e-213	595.0	COG2251@1|root,COG2251@2|Bacteria,2GCW6@200918|Thermotogae	200918|Thermotogae	S	RNase_H superfamily	-	-	-	-	-	-	-	-	-	-	-	-	HHH_5,RNase_H_2
XP_025439032.1	40384.G7XS16	8.29e-188	531.0	COG5434@1|root,2SHCC@2759|Eukaryota,39K4X@33154|Opisthokonta,3Q4HR@4751|Fungi,3RMR5@4890|Ascomycota,20T3S@147545|Eurotiomycetes,3SFEK@5042|Eurotiales	4751|Fungi	G	Involved in maceration and soft-rotting of plant tissue. Hydrolyzes the 1,4-alpha glycosidic bonds of de-esterified pectate in the smooth region of the plant cell wall	-	GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0004650,GO:0005575,GO:0005576,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010393,GO:0016052,GO:0016787,GO:0016798,GO:0017144,GO:0042737,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0045488,GO:0045490,GO:0071704,GO:1901575	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
CAE52833.1	71139.XP_010067907.1	1.36e-158	458.0	COG5434@1|root,2QRSR@2759|Eukaryota,37QIP@33090|Viridiplantae,3G75V@35493|Streptophyta	35493|Streptophyta	G	Belongs to the glycosyl hydrolase 28 family	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100	M00081	R01982,R07413	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
WP_172829259.1	1268240.ATFI01000001_gene2771	4.58e-168	488.0	COG5434@1|root,COG5434@2|Bacteria,4NEM8@976|Bacteroidetes,2FMYC@200643|Bacteroidia,4ANZX@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_2,Glyco_hydro_28,Glyco_hydro_43,Pectate_lyase_3
WP_164472795.1	1449063.JMLS01000021_gene739	2.29e-167	496.0	2DVMW@1|root,33WFE@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3
WP_377739278.1	945712.CULC22_02239	1.99e-140	423.0	COG2251@1|root,COG2251@2|Bacteria,2HF5B@201174|Actinobacteria,22KF3@1653|Corynebacteriaceae	201174|Actinobacteria	S	Nuclease, RecB family	-	-	-	-	-	-	-	-	-	-	-	-	RNase_H_2
TMB22684.1	1120948.KB903244_gene2760	9.35e-86	281.0	COG5434@1|root,COG5434@2|Bacteria,2II7D@201174|Actinobacteria,4E30V@85010|Pseudonocardiales	201174|Actinobacteria	G	Glycosyl hydrolases family 28	-	-	-	-	-	-	-	-	-	-	-	-	Alpha_L_fucos,CBM_35,F5_F8_type_C,Glyco_hydro_28,Pectate_lyase_3
WP_052824685.1	1688.BCUN_0571	2.78e-129	397.0	COG2887@1|root,COG2887@2|Bacteria	2|Bacteria	L	Belongs to the helicase family. UvrD subfamily	addB	-	3.6.4.12	ko:K16899	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1
WP_052702594.1	675817.VDA_000937	5.95e-125	385.0	COG3206@1|root,COG3206@2|Bacteria,1QA2F@1224|Proteobacteria,1S04M@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	protein involved in exopolysaccharide biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
WP_144329049.1	637389.Acaty_c1935	2.46e-106	335.0	COG3206@1|root,COG3206@2|Bacteria	2|Bacteria	M	extracellular polysaccharide biosynthetic process	-	-	-	ko:K03615,ko:K09690	ko02010,map02010	M00250	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.103	-	-	YqaJ
PIE09037.1	1288298.rosmuc_00920	1.68e-181	548.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,46Q8I@74030|Roseovarius	28211|Alphaproteobacteria	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_065776371.1	10704.B4UTR2_BP163	6.56e-93	308.0	4QFM6@10239|Viruses,4QUHR@28883|Caudovirales,4QMNG@10699|Siphoviridae	10699|Siphoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_109652252.1	1236514.BAKL01000081_gene4760	3.26e-11	70.1	COG5434@1|root,COG5434@2|Bacteria,4NFSC@976|Bacteroidetes,2FNQN@200643|Bacteroidia,4ANYM@815|Bacteroidaceae	976|Bacteroidetes	M	Right handed beta helix region	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Pectate_lyase_3
HHY83948.1	1396141.BATP01000012_gene2695	2.36e-226	641.0	COG5434@1|root,COG5434@2|Bacteria,46UQF@74201|Verrucomicrobia,2IUYE@203494|Verrucomicrobiae	203494|Verrucomicrobiae	M	Glycosyl hydrolases family 28	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28
OFZ69082.1	95619.PM1_0217545	7.88e-90	293.0	COG4913@1|root,COG4913@2|Bacteria,1QW0C@1224|Proteobacteria,1T2PZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
PZM90184.1	1380346.JNIH01000080_gene2605	2.14e-14	84.7	COG0584@1|root,COG0584@2|Bacteria	2|Bacteria	C	glycerophosphodiester phosphodiesterase activity	avrBs2	-	3.1.4.46,3.2.1.45	ko:K01126,ko:K01201	ko00511,ko00564,ko00600,ko01100,ko04142,map00511,map00564,map00600,map01100,map04142	-	R01030,R01470,R01498	RC00017,RC00059,RC00425,RC00451	ko00000,ko00001,ko01000	-	GH30	-	GDPD
WP_176791661.1	1238184.CM001792_gene162	3.04e-89	291.0	COG5434@1|root,COG5434@2|Bacteria,1VC1X@1239|Firmicutes,4HN4P@91061|Bacilli,23MEE@182709|Oceanobacillus	91061|Bacilli	M	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
MDB4342557.1	1540097.A0A0A0YPX0_9CAUD	9.73e-119	352.0	4QEG2@10239|Viruses,4QRJ9@28883|Caudovirales,4QP0R@10744|Podoviridae	10744|Podoviridae	S	exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_007690248.1	1132509.C447_01760	0.0	1192.0	COG3420@1|root,arCOG02519@2157|Archaea,2Y81I@28890|Euryarchaeota,2412P@183963|Halobacteria	183963|Halobacteria	P	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3
CAB4126780.1	1101190.ARWB01000001_gene2327	5.86e-33	143.0	2DNY5@1|root,32ZRU@2|Bacteria,1QY15@1224|Proteobacteria,2TXF7@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Chaperone of endosialidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S74
QGH74055.1	1187128.I2GUG1_9CAUD	1.08e-77	268.0	4QGHX@10239|Viruses,4QVQF@35237|dsDNA viruses  no RNA stage,4QPR8@28883|Caudovirales,4QJ71@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_096279095.1	270374.MELB17_23815	0.0	1033.0	COG1199@1|root,COG1199@2|Bacteria,1MVRJ@1224|Proteobacteria,1RQ7B@1236|Gammaproteobacteria,464G6@72275|Alteromonadaceae	1236|Gammaproteobacteria	KL	COG1199 Rad3-related DNA helicases	-	-	3.6.4.12	ko:K10844	ko03022,ko03420,map03022,map03420	M00290	-	-	ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	DEAD_2,Helicase_C_2
YP_001552270.1	469660.A8HNV7_9CAUD	0.0	1137.0	4QBDF@10239|Viruses,4QTX8@28883|Caudovirales,4QP0C@10744|Podoviridae	10744|Podoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_172399098.1	424716.B1GS50_9CAUD	3.56e-55	207.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QM7F@10699|Siphoviridae	10699|Siphoviridae	S	Pfam:SASA	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009784719.1	1480731.X2KUH8_9CAUD	0.0	1177.0	4QAK6@10239|Viruses,4QPBY@28883|Caudovirales	28883|Caudovirales	S	N-acetylmuramoyl-L-alanine amidase activity	-	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0008150,GO:0016032,GO:0016787,GO:0016798,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0044403,GO:0044406,GO:0044409,GO:0044411,GO:0044419,GO:0044423,GO:0044650,GO:0051701,GO:0051704,GO:0051828,GO:0051830,GO:0085027,GO:0098015,GO:0098024	-	-	-	-	-	-	-	-	-	-	-
WP_152709160.1	420324.KI912039_gene2241	1.49e-290	808.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria	1224|Proteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	psmE	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,He_PIG,HemolysinCabind,Metallophos,Pectate_lyase_3
RUM40571.1	648996.Theam_0840	2.58e-128	406.0	COG1074@1|root,COG1074@2|Bacteria,2G4KP@200783|Aquificae	200783|Aquificae	L	PD-(D/E)XK nuclease superfamily	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
NLC04873.1	865861.AZSU01000003_gene2280	9.28e-142	445.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,36E2W@31979|Clostridiaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
RPI26098.1	1123277.KB893172_gene474	1.6e-95	308.0	COG5434@1|root,COG5434@2|Bacteria,4NFSC@976|Bacteroidetes,47Q1K@768503|Cytophagia	976|Bacteroidetes	M	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Pectate_lyase_3
AYH92123.1	1423814.HMPREF0549_1798	3.88e-80	269.0	2A999@1|root,30YE5@2|Bacteria,1U6SV@1239|Firmicutes,4IGKI@91061|Bacilli,3F8FG@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB4156978.1	1322246.BN4_12406	2.16e-10	70.9	COG5434@1|root,COG5434@2|Bacteria,1PGI5@1224|Proteobacteria,435Q3@68525|delta/epsilon subdivisions,2X046@28221|Deltaproteobacteria,2MAEU@213115|Desulfovibrionales	28221|Deltaproteobacteria	M	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_088325299.1	224308.BSU03680	0.0	1064.0	COG5434@1|root,COG5434@2|Bacteria,1V161@1239|Firmicutes,4HUBB@91061|Bacilli,1ZDR3@1386|Bacillus	91061|Bacilli	M	Pectate lyase superfamily protein	yclG	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
AHF93731.1	794903.OPIT5_29660	0.0	1160.0	COG5434@1|root,COG5434@2|Bacteria,46ZIP@74201|Verrucomicrobia,3K9CR@414999|Opitutae	414999|Opitutae	M	Parallel beta-helix repeats	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_003543877.1	3847.GLYMA13G06470.1	0.0	957.0	28NI7@1|root,2QV3U@2759|Eukaryota,37MHY@33090|Viridiplantae,3G9YH@35493|Streptophyta,4JN93@91835|fabids	35493|Streptophyta	S	Polygalacturonase QRT3-like	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004553,GO:0004650,GO:0007049,GO:0007275,GO:0008150,GO:0009555,GO:0009556,GO:0009653,GO:0009987,GO:0010208,GO:0010584,GO:0010927,GO:0016043,GO:0016787,GO:0016798,GO:0019953,GO:0022402,GO:0022414,GO:0022607,GO:0030198,GO:0032501,GO:0032502,GO:0032989,GO:0034293,GO:0043062,GO:0043934,GO:0044085,GO:0044703,GO:0045229,GO:0048229,GO:0048236,GO:0048646,GO:0048856,GO:0048869,GO:0051321,GO:0051704,GO:0071840,GO:0085029,GO:1903046	-	-	-	-	-	-	-	-	-	-	Pectate_lyase_3
PJA87271.1	452637.Oter_4285	1.59e-131	399.0	COG5434@1|root,COG5434@2|Bacteria,46V95@74201|Verrucomicrobia,3K7RU@414999|Opitutae	414999|Opitutae	G	Belongs to the glycosyl hydrolase 28 family	-	-	3.2.1.172	ko:K15532	-	-	-	-	ko00000,ko01000	-	GH105	-	Glyco_hydro_28,Glyco_hydro_88
RZL92619.1	1504672.669782931	4.22e-108	340.0	COG3206@1|root,COG3206@2|Bacteria,1QA2F@1224|Proteobacteria,2VPIJ@28216|Betaproteobacteria	28216|Betaproteobacteria	L	protein involved in exopolysaccharide biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
