Unnamed: 0,Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP,superkingdom,realm,kingdom,phylum,class,order,family,genus,species,GenomeID,Cluster,Representative_ID,Cluster_Identity,Rep_Synonym_ID,Synonym_Identity,Synomym_E-value,Synonym_Bit-Score,IPG_ID,IPG_Synonym,IPG_len,IPG_Function,eggNOG_Annotation,COG_Category,Reference_GenomeID,IPG_Start,IPG_Stop,IPG_Strand,IPG_Organism,Assembly,Viral_Presence,PHROG_Nr_ORF,Min_Abs_Distance_TP,Mean_Distance_TP,Median_Distance_TP,pPolB,pPolB_distance,Polymerase,Pol_distance
2986,A0A2D8EN02,NZMR01000065,186,11.8,1.0,0.003535,123.0,163,146,0.895705521472393,Hyphomonas sp.,87,AFDB50,FoldSeek,DSL-LC02,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp.,NZMR01000065,1043.0,A0A2D8EN02,100.0,WP_290940758.1,100.0,8.7e-140,397.0,180029428.0,WP_290940758.1,591.0,hypothetical protein,,,NZ_NZMR01000065.1,3441.0,4031.0,-,Hyphomonas sp.,GCF_002692925.1,,10.0,1.0,2.9,3.0,N,,-,
2987,S5VZN0,KF147891,99,14.1,0.994,0.003539,87.0,163,85,0.521472392638037,Pseudomonas phage PaBG,1335230,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Baikalvirus,Baikalvirus PaBG,KF147891,648.0,S5VZN0,100.0,YP_008433512.1,100.0,0.0,571.0,42550761.0,YP_008433512.1,825.0,HNH endonuclease,-,-,NC_022096.1,137438.0,138262.0,-,Pseudomonas phage PaBG,GCF_000912555.1,,93.0,1.0,-18.978494623655912,-5.0,N,,-,
2988,G4KKH5,AJ972879,119,15.9,0.961,0.003539,74.0,163,113,0.693251533742331,Yersinia phage phiR1-37,331278,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Yersinia phage phiR1-37,AJ972879,994.0,G4KKH5,100.0,YP_004934471.1,100.0,2.17e-173,486.0,25206292.0,YP_004934471.1,711.0,endonuclease,NOVG0224,,NC_016163.1,167557.0,168267.0,+,Yersinia phage phiR1-37,GCF_000895615.1,,84.0,1.0,-23.75,-3.5,N,,-,
2989,A0A7Z7AU47,FNCA01000001,459,9.5,0.999,0.00354,99.0,559,380,0.679785330948122,Methanolobus vulcani,38026,AFDB50,FoldSeek,GC1,Archaea,Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus vulcani,FNCA01000001,2100.0,A0A7Z7AU47,100.0,WP_091707671.1,100.0,0.0,1039.0,122941162.0,WP_091707671.1,1572.0,nitrous oxide reductase family maturation protein NosD,Glycoside hydrolase family 28,E,NZ_FNCA01000001.1,39236.0,40807.0,+,Methanolobus vulcani,GCF_900100715.1,,69.0,6.0,171.95652173913044,135.0,N,,-,
2990,A0A6J7X4Z1,LR798307,610,9.3,0.995,0.00354,88.0,559,412,0.737030411449016,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR798307,1207.0,A0A6J7X4Z1,100.0,CAB5222373.1,100.0,0.0,1558.0,333391135.0,CAB5222373.1,2325.0,Pectate lyase superfamily protein,,,LR798307.1,84.0,2408.0,-,uncultured Caudovirales phage,GCA_903232785.1,,22.0,3.0,23.363636363636363,22.5,N,,-,
2991,A0A5M4BBE0,BLBC01000014,564,8.8,0.984,0.00354,80.0,559,413,0.738819320214669,Capnocytophaga felis,2267611,AFDB50,FoldSeek,GC1,Bacteria,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga felis,BLBC01000014,1624.0,A0A5M4BBE0,100.0,WP_155285517.1,100.0,0.0,1849.0,279533729.0,WP_155285517.1,2688.0,right-handed parallel beta-helix repeat-containing protein,,,NZ_BLBC01000014.1,200822.0,203509.0,-,Capnocytophaga felis,GCF_009684755.1,,46.0,6.0,-36.869565217391305,-44.5,N,,-,
2992,A0A221SBY4,MF033350,624,10.0,0.971,0.00354,76.0,559,512,0.915921288014311,Acinetobacter phage vB_ApiP_P1,2016052,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Friunavirus,Friunavirus P1,MF033350,1235.0,A0A221SBY4,100.0,YP_009610482.1,100.0,0.0,1546.0,154827315.0,YP_009610482.1,2250.0,tail fiber protein,,,NC_042006.1,35273.0,37522.0,+,Acinetobacter phage vB_ApiP_P1,GCF_002627145.1,,28.0,1.0,-11.392857142857142,-9.5,N,,phrog_9556,-20.0
2993,A0A2I7QQI2,MG592422,478,10.6,0.941,0.00354,71.0,559,414,0.740608228980322,Vibrio phage 1.038.O._10N.286.51.C2,1881298,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Vibrio phage 1.038.O._10N.286.51.C2,MG592422,1348.0,A0A2I7QQI2,100.0,AUR83663.1,100.0,0.0,1414.0,176252847.0,AUR83663.1,2076.0,pectin lyase fold/virulence factor,,,MG592422.1,32103.0,34178.0,+,Vibrio phage 1.038.O._10N.286.51.C2,GCA_003926755.1,,37.0,1.0,-0.5675675675675675,-3.0,N,,-,
2994,Q54NY6,AAFI02000073,425,11.2,1.0,0.003551,104.0,559,358,0.640429338103757,Dictyostelium discoideum,44689,AFDB-Proteome,FoldSeek,GC1,Eukaryota,Eukaryota,,Evosea,Eumycetozoa,Dictyosteliales,Dictyosteliaceae,Dictyostelium,Dictyostelium discoideum,AAFI02000073,2124.0,Q54NY6,100.0,XP_639931.1,100.0,0.0,1023.0,4083053.0,XP_639931.1,1533.0,hypothetical protein,-,-,NC_007090.3,2644494.0,2646026.0,-,Dictyostelium discoideum AX4,GCF_000004695.1,,106.0,1.0,75.28301886792453,7.0,N,,-,
2995,M0F5D2,AOJO01000047,58,29.3,1.0,0.003564,196.0,95,58,0.610526315789474,Halorubrum hochstenium ATCC 700873,1227481,AFDB50,FoldSeek,Toil,Archaea,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum hochstenium,AOJO01000047,48.0,A0A410TRH2,86.73,WP_206662530.1,99.115,1.53e-74,226.0,415287102.0,WP_206662530.1,366.0,hypothetical protein,-,-,NZ_CP034692.1,2313435.0,2313800.0,-,Halorubrum sp. BOL3-1,GCF_004114375.1,,455.0,3.0,-633.0043956043957,-621.0,N,,-,
2996,A0A7X7LQA7,JAAYZB010000009,158,15.8,1.0,0.003597,110.0,163,121,0.742331288343558,Acholeplasmataceae bacterium,1898209,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,Acholeplasmataceae bacterium,JAAYZB010000009,1442.0,A0A7X7LQA7,100.0,NLF48047.1,100.0,0.0,2214.0,314994317.0,NLF48047.1,3222.0,UvrD-helicase domain-containing protein,,,JAAYZB010000009.1,4021.0,7242.0,-,Acholeplasmataceae bacterium,GCA_012515085.1,,1.0,1.0,1.0,1.0,N,,-,
2997,A0A422HL31,PDNY02000065,142,16.1,1.0,0.003597,100.0,163,130,0.797546012269939,Prosthecochloris sp. ZM_2,2045206,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris sp. ZM_2,PDNY02000065,113.0,A0A317T340,85.54,WP_110024348.1,100.0,1.81e-120,346.0,189204304.0,WP_110024348.1,501.0,CRISPR-associated protein Cas4,TIGRFAM CRISPR-associated protein Cas4,L,NZ_CP110622.1,2281781.0,2282281.0,-,Prosthecochloris sp. SCSIO W1103,GCF_026153395.1,,450.0,1.0,-778.0244444444445,-775.0,N,,-,
2998,A0A069CWL0,DF820500,168,12.5,1.0,0.003597,106.0,163,131,0.803680981595092,Weissella oryzae SG25,1329250,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella oryzae,DF820500,549.0,A0A069CWL0,100.0,WP_045477151.1,100.0,0.0,555.0,54244618.0,WP_045477151.1,813.0,PD-(D/E)XK nuclease-like domain-containing protein,PDDEXK-like domain of unknown function (DUF3799),L,NZ_DF820500.1,2524.0,3336.0,-,Weissella oryzae SG25,GCF_000691805.2,,13.0,1.0,8.384615384615385,8.0,N,,-,
2999,U4KM42,FO681348,145,15.8,1.0,0.003597,100.0,163,136,0.834355828220859,Paracholeplasma brassicae,61635,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Paracholeplasma,Paracholeplasma brassicae,FO681348,1437.0,U4KM42,100.0,WP_030003915.1,100.0,0.0,2189.0,44163719.0,WP_030003915.1,3258.0,UvrD-helicase domain-containing protein,,,NC_022549.1,22352.0,25609.0,-,Paracholeplasma brassicae,GCF_000967915.1,,377.0,2.0,868.238726790451,885.0,N,,-,
3000,A0A7V2W8N6,DRNX01000187,152,14.4,1.0,0.003597,101.0,163,139,0.852760736196319,Rhodospirillales bacterium,2026786,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,DRNX01000187,524.0,A0A7V2W8N6,100.0,HFA59482.1,100.0,0.0,586.0,305891207.0,HFA59482.1,927.0,hypothetical protein,PD-(D/E)XK nuclease superfamily,L,DRNX01000187.1,1438.0,2364.0,-,Rhodospirillales bacterium,GCA_011322045.1,,1.0,1.0,-1.0,-1.0,N,,-,
3001,A0A350SYG9,DNES01000046,190,9.4,1.0,0.003597,108.0,163,152,0.932515337423313,Hydrogenophaga sp.,1904254,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp.,DNES01000046,1306.0,A0A350SYG9,100.0,WP_290964015.1,100.0,0.0,1279.0,121129687.0,WP_290964015.1,1896.0,YqaJ viral recombinase family protein,protein involved in exopolysaccharide biosynthesis,L,NZ_DNES01000046.1,37140.0,39035.0,+,Hydrogenophaga sp.,GCF_003487745.1,,35.0,4.0,-3.0,-16.0,N,,-,
3002,A0A4R2PLB4,SLXO01000003,131,9.9,0.999,0.003597,96.0,163,113,0.693251533742331,Rhodothalassium salexigens DSM 2132,1188247,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodothalassiales,Rhodothalassiaceae,Rhodothalassium,Rhodothalassium salexigens,SLXO01000003,1491.0,A0A4R2PLB4,100.0,WP_165878753.1,100.0,0.0,2217.0,237798416.0,WP_165878753.1,3438.0,double-strand break repair helicase AddA,Belongs to the helicase family. UvrD subfamily,L,NZ_JACIGF010000003.1,117293.0,120730.0,-,Rhodothalassium salexigens DSM 2132,GCF_014197775.1,,64.0,1.0,80.375,55.5,N,,-,
3003,A0A3D3J3H7,DPZM01000229,142,14.0,0.999,0.003597,98.0,163,133,0.815950920245399,Lachnospiraceae bacterium,1898203,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,,Lachnospiraceae bacterium,DPZM01000229,1329.0,A0A3D3J3H7,100.0,HCM92439.1,100.0,0.0,1386.0,208187581.0,HCM92439.1,2056.0,helicase-exonuclease AddAB subunit AddA,ATP-dependent helicase nuclease subunit A,L,DPZM01000229.1,15308.0,17363.0,-,Lachnospiraceae bacterium,GCA_003535955.1,,5.0,5.0,-11.4,-13.0,N,,-,
3004,A0A0H2SJ32,AZAY01000002,119,13.4,0.998,0.003597,95.0,163,110,0.674846625766871,Marinitoga sp. 1197,1428449,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Thermotogati,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,Marinitoga sp. 1197,AZAY01000002,1892.0,A0A0H2SJ32,100.0,WP_175419849.1,99.732,0.0,748.0,331924433.0,WP_175419849.1,1122.0,TM0106 family RecB-like putative nuclease,RNase_H superfamily,S,NZ_LBFB01000009.1,46912.0,48033.0,+,Marinitoga sp. 1154,GCF_013363285.1,,27.0,2.0,3.703703703703704,13.0,N,,-,
3005,A0A432LG54,RYYR01000002,164,12.8,0.997,0.003597,92.0,163,131,0.803680981595092,Lysinibacillus antri,2498145,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus antri,RYYR01000002,981.0,A0A432LG54,100.0,WP_246027559.1,100.0,0.0,516.0,544337761.0,WP_246027559.1,810.0,PD-(D/E)XK nuclease-like domain-containing protein,PDDEXK-like domain of unknown function (DUF3799),L,NZ_RYYR01000002.1,125102.0,125911.0,-,Lysinibacillus antri,GCF_003977595.1,,75.0,2.0,-30.093333333333334,-29.0,N,,-,
3006,A0A2D9CGG8,NZRF01000269,176,7.3,0.997,0.003597,91.0,163,134,0.822085889570552,Phycisphaerae bacterium,2026778,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Planctomycetota,Phycisphaerae,,,,Phycisphaerae bacterium,NZRF01000269,377.0,A0A2D9CGG8,100.0,MAO23783.1,100.0,0.0,533.0,179527317.0,MAO23783.1,783.0,hypothetical protein,,,NZRF01000269.1,5423.0,6205.0,-,Phycisphaerae bacterium,GCA_002696165.1,,7.0,3.0,-3.2857142857142856,-5.0,N,,-,
3007,A0A7T3NC30,MW021758,565,11.6,0.995,0.003703,88.0,559,455,0.813953488372093,Serratia phage vB_SmaM_Yaphecito,2777368,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Moabitevirus,Moabitevirus moabite,MW021758,1133.0,A0A7T3NC30,100.0,YP_009849290.1,99.316,0.0,1484.0,255461057.0,YP_009849290.1,2196.0,tail fiber protein,Head binding,S,NC_048792.1,186446.0,188641.0,+,Serratia phage Moabite,GCF_006384735.1,,85.0,2.0,-32.89411764705882,-44.0,N,,-,
3008,D6PG19,GU943037,186,14.5,0.984,0.003777,80.0,163,147,0.901840490797546,uncultured phage MedDCM-OCT-S08-C582,743580,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured phage MedDCM-OCT-S08-C582,GU943037,566.0,D6PG19,100.0,ADD94670.1,100.0,0.0,559.0,19620159.0,ADD94670.1,822.0,hypothetical protein,,,GU943037.1,18197.0,19018.0,-,uncultured phage MedDCM-OCT-S08-C582,GCA_003440475.1,,16.0,3.0,-17.0625,-15.5,N,,-,
3009,A0A516MKZ6,MK892838,134,9.7,0.949,0.003777,72.0,163,116,0.711656441717791,Prokaryotic dsDNA virus sp.,2591644,BFVD,FoldSeek,ABV,Viruses,,,,,,,,Prokaryotic dsDNA virus sp.,MK892838,643.0,A0A516MKZ6,100.0,QDP66870.1,100.0,0.0,570.0,261534869.0,QDP66870.1,822.0,hypothetical protein,,,MK892838.1,13158.0,13979.0,+,Prokaryotic dsDNA virus sp.,GCA_009658835.1,,18.0,3.0,14.27777777777778,19.5,N,,-,
3010,A0A4Y5NYE9,MK875791,149,12.0,0.933,0.003777,70.0,163,120,0.736196319018405,Gordonia phage Yakult,2584494,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Emalynvirus,Gordonia phage Yakult,MK875791,1831.0,A0A4Y5NYE9,100.0,QCW22047.1,100.0,0.0,703.0,253595609.0,QCW22047.1,1017.0,Cas4 family exonuclease,,,MK875791.1,29396.0,30412.0,-,Gordonia phage Yakult,GCA_006083495.1,,39.0,1.0,-14.564102564102564,-19.0,N,,-,
3011,A0A6H1ZDK0,MT144619,111,14.4,1.0,0.003839,102.0,163,101,0.619631901840491,viral metagenome,1070528,AFDB50,FoldSeek,ABV,,,,,,,,,viral metagenome,MT144619,830.0,A0A6H1ZDK0,100.0,WP_337430848.1,40.909,4.34e-12,70.9,823514869.0,WP_337430848.1,636.0,endonuclease domain-containing protein,,,NZ_JAYCLI010000120.1,20206.0,20841.0,-,Bilophila sp.,GCF_037247235.1,,19.0,2.0,7.526315789473684,9.0,N,,-,
3012,A0A6H1ZDK0,MT143992,111,14.4,1.0,0.003839,102.0,163,101,0.619631901840491,viral metagenome,1070528,AFDB50,FoldSeek,ABV,,,,,,,,,viral metagenome,MT143992,830.0,A0A6H1ZDK0,100.0,WP_337430848.1,40.909,4.34e-12,70.9,823514869.0,WP_337430848.1,636.0,endonuclease domain-containing protein,,,NZ_JAYCLI010000120.1,20206.0,20841.0,-,Bilophila sp.,GCF_037247235.1,,19.0,2.0,7.526315789473684,9.0,N,,-,
3013,A0A6H1ZDK0,MT142495,111,14.4,1.0,0.003839,102.0,163,101,0.619631901840491,viral metagenome,1070528,AFDB50,FoldSeek,ABV,,,,,,,,,viral metagenome,MT142495,830.0,A0A6H1ZDK0,100.0,WP_337430848.1,40.909,4.34e-12,70.9,823514869.0,WP_337430848.1,636.0,endonuclease domain-containing protein,,,NZ_JAYCLI010000120.1,20206.0,20841.0,-,Bilophila sp.,GCF_037247235.1,,19.0,2.0,7.526315789473684,9.0,N,,-,
3014,A0A6H1ZDK0,MT141563,111,14.4,1.0,0.003839,102.0,163,101,0.619631901840491,viral metagenome,1070528,AFDB50,FoldSeek,ABV,,,,,,,,,viral metagenome,MT141563,830.0,A0A6H1ZDK0,100.0,WP_337430848.1,40.909,4.34e-12,70.9,823514869.0,WP_337430848.1,636.0,endonuclease domain-containing protein,,,NZ_JAYCLI010000120.1,20206.0,20841.0,-,Bilophila sp.,GCF_037247235.1,,19.0,2.0,7.526315789473684,9.0,N,,-,
3015,A0A4Y9EUQ2,,138,15.9,1.0,0.003839,109.0,163,130,0.797546012269939,Thermus tengchongensis,1214928,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Thermotogati,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus tengchongensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,A0A0F9PSU8,LAZR01004950,184,15.2,1.0,0.003839,100.0,163,144,0.883435582822086,marine sediment metagenome,412755,AFDB50,FoldSeek,ABV,,,,,,,,,marine sediment metagenome,LAZR01004950,58.0,A0A0F9PSU8,100.0,MCK4382741.1,70.539,4.3600000000000005e-124,362.0,546768408.0,MCK4382741.1,732.0,hypothetical protein,NOVQVVKF,,JAGMBV010000204.1,2002.0,2733.0,+,Promethearchaeota archaeon,GCA_023129555.1,N,,,,,,,,
3017,A0A847QCR0,JAAYSZ010000029,145,14.4,0.999,0.003839,97.0,163,135,0.828220858895706,Erysipelotrichaceae bacterium,2049044,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,JAAYSZ010000029,1432.0,A0A847QCR0,100.0,HCY07017.1,96.48,0.0,1991.0,208816486.0,HCY07017.1,3159.0,hypothetical protein,,,DPQA01000173.1,1918.0,5076.0,+,Erysipelotrichaceae bacterium,GCA_003537975.1,,1.0,1.0,1.0,1.0,N,,-,
3018,A0A354V6I7,DNXO01000085,162,18.5,0.995,0.003839,88.0,163,141,0.865030674846626,Acetobacteraceae bacterium,1909293,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,Acetobacteraceae bacterium,DNXO01000085,1483.0,A0A354V6I7,100.0,HBK07207.1,100.0,0.0,2296.0,206481848.0,HBK07207.1,3474.0,double-strand break repair helicase AddA,Belongs to the helicase family. UvrD subfamily,L,DNXO01000085.1,42327.0,45800.0,+,Acetobacteraceae bacterium,GCA_003506895.1,,6.0,1.0,2.833333333333333,4.5,N,,-,
3019,A0A6C0BBV7,MN739108,141,12.7,0.986,0.003839,81.0,163,133,0.815950920245399,viral metagenome,1070528,AFDB50,FoldSeek,ABV,,,,,,,,,viral metagenome,MN739108,1665.0,A0A6C0BBV7,100.0,NBT47630.1,38.359,1.4600000000000001e-86,281.0,293391957.0,NBT47630.1,1341.0,hypothetical protein,,,RFWC01000079.1,4588.0,5928.0,+,Actinomycetota bacterium,GCA_009922275.1,,3.0,1.0,-0.3333333333333333,1.0,N,,-,
3020,A0A1J1C804,CP018099,149,12.0,0.981,0.003839,79.0,163,131,0.803680981595092,Caldithrix abyssi DSM 13497,880073,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,Caldithrix abyssi,CP018099,782.0,A0A1J1C804,100.0,WP_217183930.1,100.0,5.83e-87,259.0,466752081.0,WP_217183930.1,477.0,endonuclease domain-containing protein,Protein conserved in bacteria,L,NZ_CM001402.1,3303394.0,3303870.0,-,Caldithrix abyssi DSM 13497,GCF_000241815.1,,575.0,9.0,-760.0034782608695,-835.0,N,,-,
3021,A0A8T8JEC1,MW748991,476,10.2,1.0,0.003873,100.0,559,376,0.67262969588551,Enterobacter phage IME278,2829366,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Autographiviridae,Kayfunavirus,Enterobacter phage IME278,MW748991,1202.0,A0A8T8JEC1,100.0,QWT56384.1,98.446,0.0,1567.0,463362954.0,QWT56384.1,2319.0,tail fibers protein,outer membrane,S,MZ223858.1,33811.0,36129.0,+,Enterobacter phage EV136_1,GCA_019090055.1,,30.0,1.0,-13.533333333333331,-10.5,N,,-,
3022,H9NCG9,JQ362498,194,12.3,0.992,0.004032,85.0,163,153,0.938650306748466,Sphingomonas phage PAU,1150991,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Sphingomonas phage PAU,JQ362498,474.0,H9NCG9,100.0,YP_007006900.1,100.0,0.0,597.0,27342961.0,YP_007006900.1,864.0,gp293,,,NC_019521.1,214920.0,215783.0,+,Sphingomonas phage PAU,GCF_000902455.1,,57.0,2.0,-142.94736842105263,-146.0,N,,-,
3023,A0A6J5MCK6,LR796437,116,9.4,0.991,0.004032,84.0,163,96,0.588957055214724,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR796437,802.0,A0A6J5MCK6,100.0,CAB4144815.1,100.0,7e-96,281.0,321584904.0,CAB4144815.1,408.0,hypothetical protein,,,LR796437.1,41357.0,41764.0,-,uncultured Caudovirales phage,GCA_902985875.1,,27.0,4.0,-37.74074074074074,-38.0,N,,-,
3024,C1KFJ2,FJ822135,169,15.3,0.855,0.004032,64.0,163,145,0.889570552147239,Mooreparkvirus Lb3381,632112,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Mooreparkvirus,Mooreparkvirus Lb3381,FJ822135,339.0,C1KFJ2,100.0,YP_002790761.1,100.0,0.0,538.0,16842345.0,YP_002790761.1,795.0,homing endonuclease,,,NC_012530.1,43914.0,44708.0,+,Lactobacillus phage Lb338-1,GCF_000883715.1,,75.0,1.0,29.57333333333333,33.0,N,,-,
3025,A0A7S0BUE4,HBEK01025147,445,9.8,1.0,0.004051,113.0,559,374,0.669051878354204,Rhodosorus marinus,101924,AFDB50,FoldSeek,GC1,Eukaryota,Eukaryota,,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,Rhodosorus,Rhodosorus marinus,HBEK01025147,1887.0,A0A7S0BUE4,100.0,KAJ8906973.1,86.348,0.0,522.0,651693976.0,KAJ8906973.1,882.0,hypothetical protein,,,JAMWBK010000003.1,2392358.0,2393239.0,-,Rhodosorus marinus,GCA_029953675.1,,82.0,6.0,-210.85365853658536,-223.5,N,,-,
3026,A0A7S3EBG0,HBHW01014971,441,10.2,0.997,0.004051,91.0,559,387,0.692307692307692,Rhodosorus marinus,101924,AFDB50,FoldSeek,GC1,Eukaryota,Eukaryota,,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,Rhodosorus,Rhodosorus marinus,HBHW01014971,1848.0,A0A7S3EBG0,100.0,KAJ8906831.1,82.642,0.0,673.0,651693787.0,KAJ8906831.1,1161.0,hypothetical protein,,,JAMWBK010000003.1,1927149.0,1928309.0,+,Rhodosorus marinus,GCA_029953675.1,,82.0,6.0,-210.85365853658536,-223.5,N,,-,
3027,E2NAR3,ACCH01000125,515,9.5,0.99,0.004051,83.0,559,389,0.695885509838998,Bacteroides cellulosilyticus DSM 14838,537012,AFDB50,FoldSeek,GC1,Bacteria,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,ACCH01000125,2040.0,E2NAR3,100.0,WP_007210746.1,100.0,0.0,1003.0,16651549.0,WP_007210746.1,1461.0,glycoside hydrolase family 28 protein,Belongs to the glycosyl hydrolase 28 family,G,NZ_ATFI01000001.1,185270.0,186730.0,-,Bacteroides cellulosilyticus WH2,GCF_000463315.1,,133.0,12.0,520.7593984962406,613.0,N,,-,
3028,A0A1H4GIG8,FNQR01000016,578,8.9,0.984,0.004051,80.0,559,392,0.701252236135957,Thalassobacillus cyri,571932,AFDB50,FoldSeek,GC1,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Thalassobacillus,Thalassobacillus cyri,FNQR01000016,1956.0,A0A1H4GIG8,100.0,WP_176791661.1,100.0,0.0,1128.0,124746940.0,WP_176791661.1,1650.0,right-handed parallel beta-helix repeat-containing protein,Pectate lyase superfamily protein,M,NZ_FNQR01000016.1,42630.0,44279.0,+,Thalassobacillus cyri,GCF_900107755.1,,21.0,2.0,-1.0476190476190477,-5.0,N,,-,
3029,UPI002067D4F3,,629,12.8,0.967,0.004051,75.0,559,510,0.912343470483005,Escherichia phage ZCEC13,2935866,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jedunavirus,Escherichia phage ZCEC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,G9IIM0,JN673056,363,11.2,0.961,0.004051,74.0,559,318,0.568872987477639,Escherichia phage PhaxI,926589,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Ackermannviridae,Kuttervirus,Kuttervirus PhaxI,JN673056,2061.0,G9IIM0,100.0,YP_007002807.1,100.0,0.0,979.0,26178743.0,YP_007002807.1,1425.0,tail protein,outer membrane,S,NC_019452.1,120739.0,122163.0,-,Escherichia phage PhaxI,GCF_000902355.1,,99.0,1.0,-66.23232323232324,-64.0,N,,-,
